Année;Cote_A;Cote_null;Cote_B;Nb_BM;Equipe_A;Equipe_B;Score_A;Score_B
2020-2021;7.89;4.64;1.43;14;Reims;Monaco;0;1
2020-2021;1.62;4.01;5.76;14;Angers;Dijon;3;0
2020-2021;2.81;3.43;2.54;14;Metz;Nimes;0;3
2020-2021;2.44;3.39;2.98;14;Nice;Brest;3;2
2020-2021;1.65;4.23;5.04;14;Strasbourg;Montpellier;2;3
2020-2021;3.24;3.53;2.23;14;St Etienne;Marseille;1;0
2020-2021;1.41;5.24;7.34;14;Lyon;Lorient;4;1
2020-2021;1.98;3.49;4.04;14;Nantes;Bordeaux;3;0
2020-2021;4.17;3.47;1.96;14;Lens;Lille;0;3
2020-2021;2.55;3.68;2.69;14;Monaco;Lyon;2;3
2020-2021;2.96;3.52;2.39;14;Montpellier;St Etienne;1;2
2020-2021;2.59;3.35;2.81;14;Brest;Nantes;1;4
2020-2021;3.44;3.24;2.27;14;Dijon;Metz;1;5
2020-2021;1.97;3.43;4.15;14;Lorient;Angers;2;0
2020-2021;2.32;3.28;3.30;14;Nimes;Reims;2;2
2020-2021;4.90;3.97;1.71;14;Bordeaux;Rennes;1;0
2020-2021;1.45;4.60;7.67;14;Lille;Nice;2;0
2020-2021;1.38;5.29;8.10;14;Paris SG;Lens;2;1
2020-2021;1.83;3.61;4.60;14;Marseille;Strasbourg;1;1
2020-2021;2.04;3.51;3.78;14;Lyon;Lille;2;3
2020-2021;8.37;4.63;1.42;14;Angers;Monaco;0;1
2020-2021;1.85;3.58;4.52;14;Lens;Nimes;2;1
2020-2021;2.27;3.36;3.31;14;Lorient;Bordeaux;4;1
2020-2021;1.36;5.22;8.90;14;Rennes;Dijon;5;1
2020-2021;2.16;3.36;3.58;14;Strasbourg;Nantes;1;2
2020-2021;2.79;3.46;2.55;14;Nice;Montpellier;3;1
2020-2021;14.49;6.93;1.21;14;Metz;Paris SG;1;3
2020-2021;2.10;3.45;3.67;14;St Etienne;Brest;1;2
2020-2021;3.81;3.46;2.05;14;Reims;Marseille;1;3
2020-2021;6.81;4.67;1.47;14;Nantes;Lyon;1;2
2020-2021;6.24;4.14;1.57;14;Bordeaux;Monaco;0;3
2020-2021;2.86;3.40;2.52;14;Brest;Lens;1;1
2020-2021;4.74;3.91;1.74;14;Dijon;Nice;2;0
2020-2021;3.69;3.52;2.06;14;Nimes;Strasbourg;1;1
2020-2021;2.59;3.08;3.02;14;Reims;Metz;0;0
2020-2021;1.31;5.85;9.43;14;Paris SG;St Etienne;3;2
2020-2021;2.02;3.52;3.82;14;Marseille;Lorient;3;2
2020-2021;4.84;3.62;1.79;14;Angers;Rennes;0;3
2020-2021;1.59;4.05;6.11;14;Lille;Montpellier;1;1
2020-2021;1.32;5.43;9.84;12;Lyon;Angers;3;0
2020-2021;1.18;7.61;15.34;12;Monaco;Dijon;3;0
2020-2021;1.95;3.73;3.81;12;Brest;Nimes;1;1
2020-2021;2.25;3.39;3.29;12;Lens;Lorient;4;1
2020-2021;2.15;3.26;3.70;12;Nice;Reims;0;0
2020-2021;2.17;3.18;3.75;12;St Etienne;Bordeaux;4;1
2020-2021;1.92;3.49;4.26;12;Rennes;Nantes;1;0
2020-2021;2.57;3.36;2.82;12;Montpellier;Marseille;3;3
2020-2021;5.02;4.05;1.68;12;Strasbourg;Paris SG;1;4
2020-2021;6.33;3.64;1.65;12;Metz;Lille;0;2
2020-2021;1.50;4.29;6.81;12;Marseille;Dijon;2;0
2020-2021;3.23;3.40;2.27;12;Nimes;St Etienne;0;2
2020-2021;2.84;3.16;2.67;12;Bordeaux;Strasbourg;2;3
2020-2021;2.31;3.39;3.17;12;Lorient;Brest;1;0
2020-2021;2.41;3.28;3.08;12;Nantes;Nice;1;2
2020-2021;3.80;3.16;2.15;12;Reims;Rennes;2;2
2020-2021;2.75;3.25;2.70;12;Angers;Montpellier;1;1
2020-2021;4.54;4.12;1.73;12;Lens;Lyon;1;1
2020-2021;1.68;3.84;5.37;12;Paris SG;Lille;0;1
2020-2021;1.53;4.30;6.49;12;Monaco;Metz;4;0
2020-2021;3.23;3.87;2.12;12;Lyon;Paris SG;2;4
2020-2021;1.34;5.00;10.49;12;Lille;Nimes;1;2
2020-2021;2.46;3.18;3.12;12;Brest;Angers;0;0
2020-2021;3.57;3.30;2.18;12;Dijon;Reims;0;1
2020-2021;2.20;3.34;3.48;12;Montpellier;Bordeaux;3;1
2020-2021;2.34;3.09;3.45;12;Nantes;Lorient;1;1
2020-2021;2.73;3.24;2.73;12;Strasbourg;Lens;1;2
2020-2021;3.36;3.31;2.29;12;Nice;Marseille;3;0
2020-2021;3.77;3.11;2.20;12;Metz;Rennes;1;3
2020-2021;4.33;3.47;1.91;12;St Etienne;Monaco;0;4
2020-2021;1.23;6.44;14.13;12;Paris SG;Nantes;1;2
2020-2021;2.49;3.16;3.12;12;Monaco;Lille;0;0
2020-2021;3.47;3.30;2.22;12;Dijon;Bordeaux;1;3
2020-2021;1.96;3.34;4.32;12;Lens;Metz;2;2
2020-2021;2.46;3.31;3.01;12;Lorient;Nice;1;1
2020-2021;2.12;3.29;3.74;12;Rennes;Strasbourg;1;0
2020-2021;4.09;3.60;1.93;12;Nimes;Montpellier;1;1
2020-2021;1.99;3.41;4.11;12;Marseille;Brest;3;1
2020-2021;2.40;3.15;3.28;12;Angers;St Etienne;0;1
2020-2021;6.40;4.50;1.51;12;Reims;Lyon;1;1
2020-2021;2.90;3.07;2.73;12;Marseille;Rennes;1;0
2020-2021;6.79;4.26;1.52;11;Bordeaux;Paris SG;0;1
2020-2021;1.81;3.50;4.97;11;Lille;Marseille;2;0
2020-2021;1.95;3.57;3.97;11;Montpellier;Lorient;1;1
2020-2021;2.57;2.96;3.16;11;Nantes;Reims;1;2
2020-2021;4.34;3.75;1.82;11;Strasbourg;Monaco;1;0
2020-2021;1.76;3.83;4.66;11;Brest;Dijon;3;1
2020-2021;1.71;3.88;5.03;11;Lyon;Rennes;1;0
2020-2021;2.62;3.04;3.01;11;Metz;Angers;0;1
2020-2021;1.85;3.53;4.53;11;Nice;Nimes;2;1
2020-2021;2.81;3.20;2.66;11;St Etienne;Lens;2;3
2020-2021;5.20;4.40;1.61;11;Marseille;Lyon;1;1
2020-2021;1.68;3.53;6.03;11;Lille;Strasbourg;1;1
2020-2021;3.11;3.04;2.55;11;Angers;Lens;2;2
2020-2021;2.94;3.16;2.59;11;Lorient;St Etienne;2;1
2020-2021;3.13;3.23;2.41;11;Nimes;Nantes;1;1
2020-2021;2.71;3.13;2.82;11;Reims;Montpellier;0;0
2020-2021;1.44;4.85;7.05;11;Monaco;Brest;2;0
2020-2021;12.19;6.32;1.25;11;Dijon;Paris SG;0;4
2020-2021;2.43;3.08;3.25;11;Bordeaux;Metz;1;2
2020-2021;1.83;3.41;4.89;11;Rennes;Nice;1;2
2020-2021;3.25;3.45;2.23;11;Nimes;Lorient;1;0
2020-2021;1.64;4.08;5.37;11;Paris SG;Monaco;0;2
2020-2021;5.09;3.46;1.79;11;Lorient;Lille;1;4
2020-2021;1.50;4.20;7.18;11;Lens;Dijon;2;1
2020-2021;2.18;3.22;3.66;11;Nice;Metz;1;2
2020-2021;3.12;3.38;2.34;11;Nimes;Bordeaux;2;0
2020-2021;2.30;3.10;3.48;11;Strasbourg;Angers;0;0
2020-2021;3.20;3.30;2.33;11;Montpellier;Rennes;2;1
2020-2021;2.54;3.11;3.04;11;Nantes;Marseille;1;1
2020-2021;2.17;3.13;3.80;11;St Etienne;Reims;1;1
2020-2021;6.18;4.66;1.51;11;Brest;Lyon;2;3
2020-2021;2.49;3.14;3.10;11;Marseille;Nice;3;2
2020-2021;2.59;3.24;2.88;11;Bordeaux;Marseille;0;0
2020-2021;1.60;3.93;6.15;11;Lille;Brest;0;0
2020-2021;2.17;3.05;3.92;11;Angers;Nantes;1;3
2020-2021;2.58;3.29;2.84;11;Dijon;Nimes;0;2
2020-2021;2.98;2.96;2.69;11;Metz;Strasbourg;1;2
2020-2021;1.90;3.43;4.37;11;Rennes;St Etienne;0;2
2020-2021;1.43;4.82;7.27;11;Monaco;Lorient;2;2
2020-2021;1.41;5.19;7.15;11;Lyon;Montpellier;1;2
2020-2021;3.11;3.00;2.55;11;Reims;Lens;1;1
2020-2021;1.32;5.71;9.09;11;Paris SG;Nice;2;1
2020-2021;7.54;4.93;1.42;11;Marseille;Paris SG;0;2
2020-2021;4.57;3.42;1.88;11;Nantes;Lille;0;2
2020-2021;1.74;3.74;5.00;11;Montpellier;Dijon;4;2
2020-2021;2.93;3.14;2.60;11;Nice;Angers;3;0
2020-2021;6.59;4.68;1.47;11;Nimes;Monaco;3;4
2020-2021;2.37;3.16;3.27;11;St Etienne;Metz;1;0
2020-2021;2.77;3.31;2.64;11;Brest;Bordeaux;2;1
2020-2021;2.81;3.11;2.74;11;Lens;Rennes;0;0
2020-2021;1.35;5.42;8.56;11;Lyon;Strasbourg;3;0
2020-2021;2.89;3.18;2.59;11;Lorient;Reims;1;0
2020-2021;9.71;5.81;1.30;11;Dijon;Lyon;0;1
2020-2021;2.43;3.21;3.13;11;Lens;Marseille;2;2
2020-2021;1.48;4.63;6.62;11;Monaco;Nice;2;1
2020-2021;1.14;9.13;17.32;11;Paris SG;Nimes;3;0
2020-2021;2.05;3.34;3.88;11;St Etienne;Nantes;1;1
2020-2021;3.85;3.20;2.16;11;Bordeaux;Lille;0;3
2020-2021;2.67;3.07;2.90;11;Metz;Montpellier;1;1
2020-2021;2.60;3.03;3.05;11;Reims;Angers;0;0
2020-2021;1.65;3.86;5.52;11;Rennes;Lorient;1;1
2020-2021;1.72;3.79;5.04;11;Strasbourg;Brest;2;2
2020-2021;4.86;3.91;1.72;11;Nantes;Monaco;1;2
2020-2021;1.34;5.01;10.13;11;Lille;Dijon;1;0
2020-2021;1.68;3.77;5.46;11;Angers;Nimes;3;1
2020-2021;1.93;3.48;4.19;11;Brest;Metz;2;4
2020-2021;14.75;8.71;1.16;11;Lorient;Paris SG;3;2
2020-2021;2.10;3.25;3.83;11;Strasbourg;Reims;0;1
2020-2021;2.43;3.46;2.91;11;Nice;St Etienne;0;1
2020-2021;3.06;3.23;2.43;11;Montpellier;Lens;1;2
2020-2021;1.39;5.20;7.95;11;Lyon;Bordeaux;2;1
2020-2021;2.22;3.38;3.36;11;Lorient;Dijon;3;2
2020-2021;7.29;4.43;1.47;11;St Etienne;Lyon;0;5
2020-2021;3.07;2.99;2.60;11;Rennes;Lille;0;1
2020-2021;3.72;3.36;2.10;11;Dijon;Strasbourg;1;1
2020-2021;2.63;3.13;2.90;11;Metz;Nantes;2;0
2020-2021;2.52;3.35;2.88;11;Reims;Brest;1;0
2020-2021;2.57;3.07;3.03;11;Bordeaux;Angers;2;1
2020-2021;1.73;3.95;4.74;11;Monaco;Marseille;3;1
2020-2021;2.09;3.39;3.70;11;Lens;Nice;0;1
2020-2021;1.16;8.44;17.69;11;Paris SG;Montpellier;4;0
2020-2021;2.13;3.35;3.64;11;Marseille;Lens;0;1
2020-2021;1.37;5.09;8.68;11;Lyon;Metz;0;1
2020-2021;1.69;3.63;5.62;11;Lille;Reims;2;1
2020-2021;2.73;3.27;2.68;11;Nantes;Lens;1;1
2020-2021;2.35;3.25;3.25;11;Nice;Bordeaux;0;3
2020-2021;1.66;3.92;5.40;11;Strasbourg;St Etienne;1;0
2020-2021;3.13;3.40;2.33;11;Brest;Rennes;1;2
2020-2021;11.20;6.46;1.25;11;Angers;Paris SG;0;1
2020-2021;1.47;4.46;7.00;11;Marseille;Nimes;1;2
2020-2021;3.27;3.49;2.21;11;Montpellier;Monaco;2;3
2020-2021;2.21;3.45;3.32;11;Montpellier;Nantes;1;1
2020-2021;7.63;4.36;1.47;11;Nimes;Lille;0;1
2020-2021;2.74;3.09;2.82;11;Reims;St Etienne;3;1
2020-2021;3.85;3.66;1.96;11;Rennes;Lyon;2;2
2020-2021;2.08;3.34;3.79;11;Bordeaux;Lorient;2;1
2020-2021;4.42;3.63;1.85;11;Dijon;Marseille;0;0
2020-2021;2.38;3.30;3.10;11;Lens;Strasbourg;0;1
2020-2021;2.84;3.18;2.66;11;Metz;Nice;1;1
2020-2021;1.69;3.82;5.29;11;Monaco;Angers;3;0
2020-2021;1.17;8.42;15.30;11;Paris SG;Brest;3;0
2020-2021;1.84;3.30;5.02;11;Lille;Angers;1;2
2020-2021;1.50;4.63;6.14;11;Lyon;Lens;3;2
2020-2021;2.19;3.20;3.64;11;Marseille;Montpellier;3;1
2020-2021;1.89;3.48;4.39;11;Reims;Dijon;0;0
2020-2021;10.74;6.06;1.28;11;St Etienne;Paris SG;1;1
2020-2021;2.38;3.54;2.92;11;Brest;Nice;2;0
2020-2021;4.35;3.85;1.80;11;Lorient;Monaco;2;5
2020-2021;2.78;3.01;2.84;11;Metz;Bordeaux;0;0
2020-2021;3.84;3.44;2.03;11;Nantes;Rennes;0;0
2020-2021;1.48;4.37;7.01;11;Strasbourg;Nimes;5;0
2020-2021;3.05;2.99;2.60;11;Angers;Marseille;2;1
2020-2021;1.28;6.02;10.17;11;Lyon;Nantes;3;0
2020-2021;1.62;4.10;5.41;11;Monaco;St Etienne;2;2
2020-2021;3.89;3.33;2.06;11;Montpellier;Lille;2;3
2020-2021;1.31;5.64;9.50;11;Paris SG;Strasbourg;4;0
2020-2021;2.30;3.17;3.38;11;Bordeaux;Reims;1;3
2020-2021;2.10;3.60;3.45;11;Lens;Brest;2;1
2020-2021;1.95;3.51;4.02;11;Nice;Lorient;2;2
2020-2021;2.50;3.38;2.85;11;Nimes;Dijon;1;3
2020-2021;1.58;3.89;6.51;11;Rennes;Metz;1;0
2020-2021;3.50;3.42;2.16;11;Lille;Paris SG;0;0
2020-2021;4.20;3.49;1.93;11;Lorient;Rennes;0;3
2020-2021;6.83;4.75;1.46;11;Dijon;Monaco;0;1
2020-2021;2.55;3.20;2.96;11;Nantes;Angers;1;1
2020-2021;1.48;4.49;6.96;11;St Etienne;Nimes;2;2
2020-2021;2.17;3.28;3.57;11;Strasbourg;Bordeaux;0;2
2020-2021;2.70;3.33;2.67;11;Brest;Montpellier;2;2
2020-2021;6.07;4.52;1.52;11;Nice;Lyon;1;4
2020-2021;1.88;3.39;4.61;11;Marseille;Reims;1;1
2020-2021;3.24;3.13;2.39;11;Metz;Lens;2;0
2020-2021;2.35;3.28;3.16;11;Bordeaux;St Etienne;1;2
2020-2021;1.27;6.39;10.14;11;Lyon;Brest;2;2
2020-2021;1.60;4.26;5.37;11;Monaco;Lens;0;3
2020-2021;1.17;7.90;15.06;11;Paris SG;Lorient;2;0
2020-2021;2.26;3.11;3.61;11;Rennes;Marseille;2;1
2020-2021;2.42;3.25;3.10;11;Angers;Strasbourg;0;2
2020-2021;7.44;4.49;1.45;11;Dijon;Lille;0;2
2020-2021;1.67;3.83;5.37;11;Montpellier;Metz;0;2
2020-2021;3.96;3.69;1.92;11;Nimes;Nice;0;2
2020-2021;2.43;3.22;3.09;11;Reims;Nantes;3;2
2020-2021;1.57;4.69;5.20;11;Paris SG;Lyon;0;1
2020-2021;1.62;3.73;6.31;11;Lille;Bordeaux;2;1
2020-2021;2.50;3.24;2.98;11;Brest;Reims;2;1
2020-2021;1.98;3.52;3.88;11;Lorient;Nimes;3;0
2020-2021;1.76;3.71;4.80;11;Nantes;Dijon;1;1
2020-2021;1.92;3.47;4.23;11;Strasbourg;Metz;2;2
2020-2021;3.15;3.19;2.41;11;Nice;Rennes;0;1
2020-2021;2.53;3.21;2.94;11;Lens;Montpellier;2;3
2020-2021;3.38;3.51;2.16;11;Marseille;Monaco;2;1
2020-2021;2.41;3.35;3.03;11;St Etienne;Angers;0;0
2020-2021;6.66;4.62;1.48;11;Metz;Lyon;1;3
2020-2021;2.40;3.29;3.10;11;Reims;Nice;0;0
2020-2021;1.78;3.70;4.67;11;Angers;Lorient;2;0
2020-2021;2.20;3.46;3.34;11;Bordeaux;Brest;1;0
2020-2021;3.62;3.57;2.05;11;Dijon;St Etienne;0;0
2020-2021;2.26;3.37;3.30;11;Nantes;Strasbourg;0;4
2020-2021;2.62;3.49;2.70;11;Lille;Monaco;2;1
2020-2021;4.47;3.96;1.76;11;Montpellier;Paris SG;1;3
2020-2021;2.10;3.43;3.63;11;Rennes;Lens;0;2
2020-2021;5.22;3.79;1.70;11;Nimes;Marseille;0;2
2020-2021;3.66;3.31;2.13;11;St Etienne;Lille;1;1
2020-2021;1.84;3.82;4.20;11;Nice;Dijon;1;3
2020-2021;2.16;3.30;3.60;11;Lens;Angers;1;3
2020-2021;3.85;3.59;1.98;11;Lorient;Montpellier;0;1
2020-2021;2.43;3.29;3.05;11;Metz;Brest;0;2
2020-2021;1.35;5.34;8.45;11;Monaco;Nimes;3;0
2020-2021;1.40;4.98;7.80;11;Lyon;Reims;3;0
2020-2021;1.20;7.59;13.74;11;Paris SG;Bordeaux;2;2
2020-2021;1.97;3.39;4.13;11;Marseille;Nantes;3;1
2020-2021;3.10;3.22;2.44;11;Strasbourg;Rennes;1;1
2020-2021;2.26;3.28;3.35;11;Lens;Nantes;1;1
2020-2021;1.62;3.91;5.76;11;Lille;Lorient;4;0
2020-2021;4.15;3.82;1.85;11;Angers;Lyon;0;1
2020-2021;4.34;3.74;1.83;11;Dijon;Lens;0;1
2020-2021;1.93;3.35;4.39;11;Montpellier;Strasbourg;4;3
2020-2021;1.83;3.65;4.46;11;Reims;Nimes;0;1
2020-2021;2.21;3.22;3.56;11;Nantes;Metz;1;1
2020-2021;2.27;3.49;3.16;11;Brest;St Etienne;4;1
2020-2021;5.80;4.98;1.51;11;Monaco;Paris SG;3;2
2020-2021;2.00;3.38;4.04;11;Rennes;Bordeaux;0;1
2020-2021;1.30;5.69;10.35;11;Lyon;St Etienne;2;1
2020-2021;3.59;3.74;2.02;11;Nice;Monaco;1;2
2020-2021;2.18;3.29;3.57;11;Lens;Reims;4;4
2020-2021;2.74;3.14;2.79;11;Lorient;Nantes;0;2
2020-2021;2.10;3.30;3.78;11;Metz;Dijon;1;1
2020-2021;2.90;3.21;2.57;11;Nimes;Angers;1;5
2020-2021;4.61;3.82;1.77;11;Brest;Lille;3;2
2020-2021;1.47;4.81;6.60;11;Paris SG;Rennes;3;0
2020-2021;2.65;3.15;2.86;11;Bordeaux;Montpellier;0;2
2020-2021;2.62;3.10;2.99;11;Strasbourg;Marseille;0;1
2020-2021;2.81;3.32;2.61;11;Lille;Lyon;1;1
2020-2021;1.79;3.93;4.39;11;Monaco;Bordeaux;4;0
2020-2021;2.97;3.02;2.64;11;Nimes;Metz;0;1
2020-2021;2.68;3.15;2.84;11;Reims;Strasbourg;2;1
2020-2021;2.38;3.31;3.10;11;Angers;Nice;0;3
2020-2021;3.15;3.51;2.26;11;Dijon;Lorient;0;0
2020-2021;2.60;3.33;2.79;11;St Etienne;Montpellier;0;1
2020-2021;7.06;4.99;1.44;11;Nantes;Paris SG;0;3
2020-2021;1.89;3.76;3.83;11;Rennes;Brest;2;1
2020-2021;1.80;3.95;4.29;11;Lyon;Monaco;4;1
2020-2021;4.10;3.52;1.96;11;Nice;Lille;1;1
2020-2021;1.79;3.68;4.74;11;Bordeaux;Nimes;2;0
2020-2021;2.32;3.58;3.00;11;Brest;Strasbourg;0;3
2020-2021;2.11;3.27;3.79;11;Metz;St Etienne;2;0
2020-2021;1.92;3.47;4.28;11;Montpellier;Reims;0;4
2020-2021;1.10;11.37;23.13;11;Paris SG;Dijon;4;0
2020-2021;2.78;3.13;2.73;11;Lorient;Marseille;0;1
2020-2021;2.26;3.25;3.38;11;Rennes;Angers;1;2
2020-2021;1.98;3.28;4.24;11;Lille;Lens;4;0
2020-2021;2.85;3.22;2.61;11;St Etienne;Nice;1;3
2020-2021;2.09;3.25;3.88;11;Angers;Metz;1;1
2020-2021;1.91;3.81;3.92;11;Monaco;Montpellier;1;1
2020-2021;2.23;3.48;3.24;11;Nantes;Brest;3;1
2020-2021;4.77;3.68;1.78;11;Strasbourg;Lyon;2;3
2020-2021;2.15;3.37;3.58;11;Marseille;Bordeaux;3;1
2020-2021;2.13;3.37;3.61;11;Reims;Lorient;1;3
2020-2021;8.52;5.51;1.35;11;Nimes;Paris SG;0;4
2020-2021;5.16;3.99;1.66;11;Dijon;Rennes;1;1
2020-2021;1.78;3.73;4.69;11;Lyon;Marseille;1;1
2020-2021;1.78;3.50;5.07;11;Rennes;Reims;2;2
2020-2021;1.66;3.88;5.33;11;Bordeaux;Dijon;3;0
2020-2021;2.87;3.72;2.33;11;Brest;Monaco;1;0
2020-2021;2.35;3.16;3.28;11;Metz;Lorient;3;1
2020-2021;3.84;3.22;2.11;11;Strasbourg;Lille;0;3
2020-2021;1.73;3.74;4.98;11;Montpellier;Nimes;0;1
2020-2021;2.25;3.33;3.31;11;Nice;Nantes;2;1
2020-2021;1.84;3.62;4.47;11;Lens;St Etienne;2;0
2020-2021;1.09;11.41;24.25;11;Paris SG;Angers;6;1
2020-2021;13.76;7.04;1.21;11;Reims;Paris SG;0;2
2020-2021;4.76;3.93;1.72;11;Lorient;Lyon;1;1
2020-2021;2.14;3.27;3.68;11;Angers;Brest;3;2
2020-2021;4.91;3.72;1.75;11;Dijon;Montpellier;2;2
2020-2021;1.71;3.77;5.10;11;Monaco;Strasbourg;3;2
2020-2021;3.45;3.35;2.17;11;Nimes;Lens;1;1
2020-2021;2.12;3.35;3.71;11;Bordeaux;Nice;0;0
2020-2021;1.60;3.81;6.45;11;Marseille;Metz;1;1
2020-2021;3.15;3.17;2.42;11;St Etienne;Rennes;0;3
2020-2021;1.66;3.80;5.66;11;Lille;Nantes;2;0
2020-2021;2.44;3.14;3.17;11;Marseille;Lille;1;1
2020-2021;2.26;3.25;3.44;11;Nantes;St Etienne;2;2
2020-2021;2.33;3.32;3.19;11;Brest;Lorient;3;2
2020-2021;2.87;2.86;2.89;11;Metz;Reims;2;1
2020-2021;1.96;3.33;4.27;11;Montpellier;Angers;4;1
2020-2021;1.61;3.95;5.87;11;Strasbourg;Dijon;1;0
2020-2021;9.70;5.75;1.31;11;Nice;Paris SG;0;3
2020-2021;2.32;3.46;3.10;11;Rennes;Monaco;2;1
2020-2021;2.40;3.01;3.41;11;Lens;Bordeaux;2;1
2020-2021;1.27;6.21;10.88;11;Lyon;Nimes;0;0
2020-2021;1.83;3.50;4.77;11;Marseille;St Etienne;0;2
2020-2021;1.25;6.02;12.39;11;Paris SG;Metz;1;0
2020-2021;3.58;3.52;2.10;11;Montpellier;Lyon;2;1
2020-2021;1.39;5.24;7.58;11;Paris SG;Marseille;0;1
2020-2021;1.86;3.61;4.45;11;Monaco;Nantes;2;1
2020-2021;2.12;3.00;4.16;11;Angers;Reims;1;0
2020-2021;2.80;3.27;2.63;11;Dijon;Brest;0;2
2020-2021;2.28;3.18;3.44;11;Lorient;Lens;2;3
2020-2021;3.32;3.24;2.31;11;Nimes;Rennes;2;4
2020-2021;1.57;3.65;7.58;11;Lille;Metz;1;0
2020-2021;2.14;3.23;3.75;11;St Etienne;Strasbourg;2;0
2020-2021;2.08;3.35;3.77;11;Montpellier;Nice;3;1
2020-2021;4.18;3.43;1.96;11;Bordeaux;Lyon;0;0
2020-2021;4.79;3.73;1.77;11;Lens;Paris SG;1;0
2020-2021;3.57;3.21;2.23;11;Brest;Marseille;2;3
2020-2021;2.25;3.04;3.70;11;Angers;Bordeaux;0;2
2020-2021;4.00;3.62;1.93;11;Metz;Monaco;0;1
2020-2021;1.89;3.39;4.58;11;Nantes;Nimes;2;1
2020-2021;2.31;3.21;3.34;11;St Etienne;Lorient;2;0
2020-2021;3.11;2.94;2.62;11;Reims;Lille;0;1
2020-2021;2.12;3.40;3.61;11;Strasbourg;Nice;0;2
2020-2021;1.84;3.49;4.67;11;Rennes;Montpellier;2;1
2020-2021;1.27;5.97;11.59;11;Lyon;Dijon;4;1
2020-2021;2.00;3.31;4.13;11;Nice;Lens;2;1
2020-2021;2.46;3.12;3.16;11;Lorient;Strasbourg;3;1
2020-2021;2.29;3.29;3.30;11;Nimes;Brest;4;0
2020-2021;1.92;3.44;4.33;11;Monaco;Reims;2;2
2020-2021;1.90;3.40;4.42;11;Lille;Rennes;1;1
2020-2021;3.30;3.06;2.42;11;Dijon;Angers;0;1
2020-2021;2.66;2.95;3.06;11;Bordeaux;Nantes;0;0
2019-2020;2.21;3.26;3.45;11;Lille;Lyon;1;0
2019-2020;2.22;3.12;3.63;11;Rennes;Montpellier;5;0
2019-2020;2.25;3.22;3.42;11;St Etienne;Bordeaux;1;1
2019-2020;2.59;2.98;3.07;11;Angers;Nantes;2;0
2019-2020;1.82;3.62;4.50;11;Dijon;Toulouse;2;1
2019-2020;2.36;3.08;3.32;11;Metz;Nimes;2;1
2019-2020;3.25;3.73;2.12;11;Nice;Monaco;2;1
2019-2020;2.02;3.27;4.06;11;Reims;Brest;1;0
2019-2020;1.56;4.01;6.28;11;Marseille;Amiens;2;2
2019-2020;1.67;3.71;5.54;11;Lyon;St Etienne;2;0
2019-2020;1.93;3.56;4.03;11;Bordeaux;Nice;1;1
2019-2020;2.93;2.99;2.69;11;Nantes;Lille;0;1
2019-2020;2.08;3.08;4.14;11;Amiens;Metz;0;1
2019-2020;2.56;3.19;2.91;11;Brest;Angers;0;1
2019-2020;1.84;3.52;4.51;11;Monaco;Reims;1;1
2019-2020;2.49;3.03;3.16;11;Montpellier;Strasbourg;3;0
2019-2020;3.66;3.42;2.08;11;Toulouse;Rennes;0;2
2019-2020;1.10;11.10;19.98;11;Paris SG;Dijon;4;0
2019-2020;3.45;3.31;2.19;11;Nimes;Marseille;2;3
2019-2020;1.12;9.46;19.55;11;Paris SG;Bordeaux;4;3
2019-2020;1.59;3.68;6.75;11;Rennes;Nimes;2;1
2019-2020;2.37;3.02;3.39;11;St Etienne;Reims;1;1
2019-2020;2.56;3.03;3.05;11;Angers;Montpellier;1;0
2019-2020;3.74;3.74;1.95;11;Dijon;Monaco;1;1
2019-2020;1.32;5.10;10.55;11;Lille;Toulouse;3;0
2019-2020;1.80;3.50;4.82;11;Strasbourg;Amiens;0;0
2019-2020;1.86;3.42;4.60;11;Marseille;Nantes;1;3
2019-2020;4.38;3.51;1.87;11;Metz;Lyon;0;2
2019-2020;1.98;3.74;3.62;11;Nice;Brest;2;2
2019-2020;2.13;3.02;4.02;11;Lille;Marseille;1;2
2019-2020;2.68;3.12;2.83;11;Brest;St Etienne;3;2
2019-2020;2.79;2.79;3.02;11;Reims;Rennes;1;0
2019-2020;1.68;3.63;5.66;11;Lyon;Strasbourg;1;1
2019-2020;1.79;3.51;4.87;11;Bordeaux;Dijon;2;2
2019-2020;1.84;3.23;5.14;11;Nantes;Metz;0;0
2019-2020;2.79;3.22;2.63;11;Nimes;Angers;1;0
2019-2020;2.29;3.48;3.09;11;Toulouse;Nice;0;2
2019-2020;6.36;4.57;1.49;11;Amiens;Paris SG;4;4
2019-2020;1.73;3.79;4.82;11;Monaco;Montpellier;1;0
2019-2020;1.34;5.58;8.06;11;Paris SG;Lyon;4;2
2019-2020;2.08;2.98;4.26;11;Strasbourg;Reims;3;0
2019-2020;2.04;3.22;4.07;11;Montpellier;St Etienne;1;0
2019-2020;3.19;3.49;2.23;11;Amiens;Monaco;1;2
2019-2020;2.64;3.14;2.86;11;Dijon;Nantes;3;3
2019-2020;2.73;3.01;2.86;11;Metz;Bordeaux;1;2
2019-2020;1.96;3.63;3.81;11;Nice;Nimes;1;3
2019-2020;1.57;3.97;6.23;11;Rennes;Brest;0;0
2019-2020;1.37;4.86;8.73;11;Marseille;Toulouse;1;0
2019-2020;2.88;3.07;2.66;11;Angers;Lille;0;2
2019-2020;2.85;3.22;2.59;11;St Etienne;Marseille;0;2
2019-2020;2.72;3.25;2.67;11;Brest;Bordeaux;1;1
